Name,Date,Review_Title,Review_Text,Location,Rating
Gemma,"December 13, 2022",Ma was super helpful and sorted my…,Ma was super helpful and sorted my issue!,GB,Rated 5 out of 5 stars
Mrs  Gillibrand,"December 04, 2022",Great company,Excellent website - easy to order - fast delivery,GB,Rated 5 out of 5 stars
Nadejda Paladuta,"December 12, 2022",Recommend!,"A large variety of goods, good quality, and cool discounts.The delivery to Moldova is unexpecting fast!Definitely will order again and recommend it!Had to return something because didn't select the correct size. Will write later about returning experience and refund.",MD,Rated 5 out of 5 stars
Alma Ludvigsson,"December 12, 2022",Very nice costumer service,,SE,Rated 5 out of 5 stars
Fal,"December 12, 2022",Janine was knowledgeable and helpful!,,US,Rated 5 out of 5 stars
Jennifer Gutierrez,"December 12, 2022",Refund Delay,"Once we got connected, Bernadette helped me move my issue along towards a resolution. Also. once verified, the refund was issued quickly.",US,Rated 5 out of 5 stars
Dania Sader,"December 12, 2022","The person I was chatting with was so…polite, effective",The person I was chatting with was so effective and polite,LB,Rated 5 out of 5 stars
Marcia,"December 13, 2022",Due my busy schedule was able to…,Due my busy schedule was able to contact Asos at 04.00.  Very helpful felt listened to confidence with the service they provided,GB,Rated 5 out of 5 stars
Josh,"December 12, 2022",BERNADETTE BETTER GET A RAISE!,LET ME TELL YOU! Bernadette helped above and beyond! They were a Christmas miracle to me at least. Shout out to the Bernadette you the OG! They came in cluth!,US,Rated 5 out of 5 stars
Wlo,"December 12, 2022",best customer service ever for Jucel,"best customer service ever, i had never spoken with someone working for online customer service as great as Jucel. Thank you so much and have a great holiday :)",CA,Rated 5 out of 5 stars
Shimmy XX,"December 13, 2022",Very helpful,,GB,Rated 5 out of 5 stars
Alex,"December 12, 2022",Janine solved my problem quickly and…,"Janine solved my problem quickly and efficiently and seemed happy to do so. Such a great impression was left about the level of care that is provided to customers seeking solution to their plights. Janine is truly an Angel fallen to earth. God bless her, and god bless ASOS. Love you take care",US,Rated 5 out of 5 stars
Nat g,"December 12, 2022",Wonderful and friendly experience,,US,Rated 5 out of 5 stars
Ella Yevchuk,"December 12, 2022",Very easy communication,Very easy communication. No back and forth. She understood me very well and helped with my further questions.,US,Rated 5 out of 5 stars
Paulina P,"December 11, 2022",Helpful and nice customer service 🤗,,SE,Rated 5 out of 5 stars
Amber van Eijk,"December 11, 2022",I received a faulty item,"I received a faulty item, after letting asos know I received a refund very quickly after a very friendly chat.",NL,Rated 5 out of 5 stars
Vreni,"December 11, 2022",Gladys helped me really well and took…,Gladys helped me really well and took my question serious. It is now hopefully solved soon.,NL,Rated 5 out of 5 stars
Gabrielė Vitkauskienė,"December 11, 2022",Best of the best,Best of the best. Quick answers and very friendly support,LT,Rated 5 out of 5 stars
Roy,"December 11, 2022",Very polite and helpful and fixed the…,Very polite and helpful and fixed the problem,DE,Rated 5 out of 5 stars
Shan,"November 25, 2022",Hardly ever order from asos but decided…,Hardly ever order from asos but decided to buy a gift for Christmas on here. I ordered the saver delivery as I was happy to wait 2 weeks since it was not urgent. I was pleased when it was dispatched almost a week earlier and arrived with no issues. For choosing that delivery I also got an offer for free delivery. Very pleased!,GB,Rated 5 out of 5 stars
Michael Cohen,"December 11, 2022",Great service!!,,IL,Rated 5 out of 5 stars
Ioana Blaj,"December 12, 2022",this good review is only for Anshul,"this good review is only for Anshul, who helps me without too many dramas with the refund  of the money, the rest is true, there are problems with the courier company",GB,Rated 4 out of 5 stars
Kate Robson,"December 12, 2022",Missing item but Nathalia on the…,Missing item but Nathalia on the customer service chat was brilliant and hopefully all will be resolved with an upgraded next day delivery 📦,GB,Rated 5 out of 5 stars
Mark Doyle,"December 12, 2022",Never had any issues with ASOS,"Never had any issues with ASOS, easy to use website, competitive pricing, quick delivery. I haven’t had to return anything thus far so can’t comment on their service performance in that regard.",GB,Rated 5 out of 5 stars
mads123,"December 11, 2022",He was very friendly towards me,,DK,Rated 5 out of 5 stars
Fuyuhiko Kuzuryuu,"December 12, 2022",helpful,Helpful and supportive,GB,Rated 5 out of 5 stars
Sebastiao Pott,"December 12, 2022",Very confusing AÍ helping system,"Very confusing AÍ helping system. Thank god Tanuj, the live assistant, got in and helped me!",PT,Rated 4 out of 5 stars
Sabrina R. A.,"December 12, 2022",Lost order,Gerome is helpful in solving my  untracked shipment issue. Hoe my replacement order will be delivered safely and quickly,KR,Rated 4 out of 5 stars
Vesela,"December 11, 2022",Gladys was awesome,"Gladys was awesome, very kindly and with patience solved my problem with my tracking number",BG,Rated 5 out of 5 stars
Nicolle Allen,"December 12, 2022",I was panicking that an return order…,I was panicking that an return order had been lost but I spoke to Vilmar who was excellent and arranged a refund straight away! Was brilliant thank you 😊,GB,Rated 5 out of 5 stars
Mr Rida Hariri,"December 12, 2022",Great service and very helpful-…,Great service and very helpful- resolved my issue and was understanding throughout,GB,Rated 5 out of 5 stars
Shosh Oshbegosh,"December 12, 2022",very helpful and reassuring about the…,very helpful and reassuring about the refund process.,GB,Rated 5 out of 5 stars
Jennifer D,"December 12, 2022",Quick,"Quick, efficient and pleasant and answered my query!",IE,Rated 5 out of 5 stars
Kylie,"December 11, 2022",Super helpful and understanding,"Super helpful and understanding, asked about my personal feelings which i found that a bonus in customer care.",MT,Rated 5 out of 5 stars
Dana Marc,"December 11, 2022",Did not find the refund,"The costumer helped me, with detaila what should i do, and i understand, even If i tought IT would be so much harder",RO,Rated 5 out of 5 stars
Bettie Winters,"December 12, 2022",Raevyn was really pleasant and had my…,"Raevyn was really pleasant and had my issue resolved with no drama’s at all. I had an issue checking out and half my order went missing, before I realised I had payed so needed to go back in the app and re add the missing items and purchase again. Raevyn was able to organise with her manager to have the 1st delivery fee refunded which I really appreciated as I purchased the express delivery deal that ASOS advertised upon checkout the second time around!",AU,Rated 5 out of 5 stars
Emilio,"December 11, 2022",Helped me with everything,Helped me with everything in a very professional way,SE,Rated 5 out of 5 stars
Manolis S Traxius,"December 11, 2022",Employee was really helpful and kind.,,GR,Rated 5 out of 5 stars
customer,"December 12, 2022",Asos is the best place to shop on the…,Asos is the best place to shop on the internet,GB,Rated 5 out of 5 stars
Meryem Sallouk,"December 11, 2022",good service with marcia thank you,,GB,Rated 5 out of 5 stars
Masa Aboud,"December 11, 2022",Very easy and helpful service,,SE,Rated 5 out of 5 stars
Katierose Rice,"December 12, 2022",Angelica was a dream,Angelica was a dream. So kind and helpful and got the job done! Thanks again Angelic you are great!,GB,Rated 5 out of 5 stars
Lisa,"December 11, 2022",So nice people and helpful!,So nice people and helpful!! Thanks so much!!,SE,Rated 5 out of 5 stars
Erin McCarthy,"December 12, 2022",Amazing,They are always really quick to respond and always so wonderful and lovely to talk to. Can not fault the customer service in any way!,IE,Rated 5 out of 5 stars
Kasían Said,"December 11, 2022",Help with return issues,I had some issues with one of my returns. I was helped very well and kindly to resolve this. Great help Lancevincent!,NL,Rated 5 out of 5 stars
Lyra,"December 11, 2022",Very helpful,"Very helpful, communicative, humane, kind, and as i was talking to a good friend",HR,Rated 5 out of 5 stars
Wa Kit Liu,"December 11, 2022",ASOS cs Polite and helpful,"ASOS cs Polite and helpful, but delivery suck SKYNEY",HK,Rated 4 out of 5 stars
Destiny,"December 11, 2022",Great customer service and write back…,Great customer service and write back instantly,MT,Rated 5 out of 5 stars
Eleanor Hennebry,"December 12, 2022",Very helpful and understanding,Very helpful and understanding. Solved my problem straight away.,GB,Rated 5 out of 5 stars
Стефи Стоянова,"December 12, 2022",Good customer service,Cydney in the customer care team was very attentive and resolved my problem within minutes. Thank you,GB,Rated 5 out of 5 stars
Patricio Atanes,"December 12, 2022",Lovely,"Lovely chat with the customer service today. Leanne was very helpful, quick and attentive and resolved all my Qs in seconds.",GB,Rated 5 out of 5 stars
Isabelle Verdien,"December 11, 2022",Keith helped me so much!,,SE,Rated 5 out of 5 stars
Christie Kenny,"December 12, 2022",Very helpful,The person I spoke to via the online chat (Mapauline) was very helpful and assisted me with a return.,GB,Rated 5 out of 5 stars
Abi,"December 11, 2022",quick responses and friendly demeanour…,quick responses and friendly demeanour from staff Xarina on live chat. she also recommended the appropriate course of action— consult with my local bank to ascertain if there are any international charges when processing refunds. I appreciate your help.,SG,Rated 5 out of 5 stars
Megha Desai,"December 12, 2022",Minali helped and solved my problem…,Minali helped and solved my problem quickly.,GB,Rated 5 out of 5 stars
Bell,"December 12, 2022",Regine was very helpful in resolving a…,Regine was very helpful in resolving a return issue. I returned items which seemed to be stuck due to the postal strikes but they honoured the return. Thank you,GB,Rated 5 out of 5 stars
Kat V,"December 12, 2022",Representative was Very nice and…,Representative was Very nice and helpful.,US,Rated 5 out of 5 stars
Henri Namalomba,"December 11, 2022",ASOS is amazing,"ASOS is amazing, it has never disappointed me and I enjoy shopping here",MW,Rated 4 out of 5 stars
Iva Canjuga,"December 11, 2022",I had problems with order deliver and…,I had problems with order deliver and the cuszomer service is very lovely and helpful.,HR,Rated 5 out of 5 stars
Leon Lyubytsky,"December 11, 2022",Quick responses,"Quick responses, very informative, he explained the situation perfectly to me and in general I just had a good conversation, thank you",IL,Rated 5 out of 5 stars
Mei,"December 11, 2022",Superb Customer Service,I appreciate the kindness and attentiveness on this particular order that did not arrive. Thanks for your speedy responses and for working with me to come to a resolution. I hope I do end up receiving this item.,US,Rated 5 out of 5 stars
Nicolae Rita,"December 11, 2022",Great customer service.Best experience!,,US,Rated 5 out of 5 stars
Danielle,"December 11, 2022",Earl was very helpful and friendly,Earl was very helpful and friendly. Sorted out my problem with efficiency.,US,Rated 5 out of 5 stars
Lauren Molina,"December 11, 2022",Edison was so patient,"Edison was so patient, kind, and thoughtful. They provided me with some of the most pleasant customer service I've ever had. I had lots of inquiries and they handled each one very professionally and kindly. Edison deserves the most praise!",US,Rated 5 out of 5 stars
n,"October 30, 2022",Reliable,Customer service are always understanding and helpful. I have not had any issues that were not resolved swiftly.,GB,Rated 5 out of 5 stars
Héloïse Tureckyj-Cazade,"December 10, 2022",great experience,"great experience, the person was really helpfull and quick to answer",IE,Rated 5 out of 5 stars
Sofia Siyad,"December 10, 2022",Quick and smooth service,Quick and smooth service. I felt heard.,SE,Rated 5 out of 5 stars
Chantal,"December 10, 2022",very understanding and helpful with my…,very understanding and helpful with my question,NL,Rated 5 out of 5 stars
Rose,"December 11, 2022",Kimberly was very helpful and resolved…,Kimberly was very helpful and resolved my issue very quickly,GB,Rated 5 out of 5 stars
Lauren Ashman,"December 11, 2022",Very helpful and quickly resolved issues,,GB,Rated 5 out of 5 stars
Guy Elizarov,"December 10, 2022",good,i got the help i needed in fast intarction with reprsentetiv,IL,Rated 5 out of 5 stars
Anna Ludan,"December 10, 2022",such and amazing team of staff always…,love the helpful staff always understand my issue which i rarely have.The company is honest and fair. I always shop on here and will continue to do so. Everyone is very polite and lovely. Absolutely a fan of Asos,GR,Rated 5 out of 5 stars
Jay Chauhan,"December 11, 2022",Great customer service,"Great customer service, resolved my barcode issue right away as the original one was invalid. Quick resolution and friendly team member who helped.",GB,Rated 5 out of 5 stars
Anna Obotnina,"December 10, 2022",Awesome and fast,"Resolved my issue with creating a return label.However, my bad I have contacted on a Sunday. They should not be working on a weekend!",ES,Rated 5 out of 5 stars
Elin Kaufeldt,"December 10, 2022",Fast answers and great service,,SE,Rated 5 out of 5 stars
Customer,"December 11, 2022",Can't fault ASOS,"Can't fault ASOS. If there's ever a problem their Customer Care team is exemplary- ever efficient and supportive. My favourite retailer due to their quality, price and service.",GB,Rated 5 out of 5 stars
katie kenny,"December 11, 2022",Brilliant,Brilliant ! Thank you Shairabel for solving my issue so quickly .,US,Rated 5 out of 5 stars
LD,"December 11, 2022",Prompt rectification of order issue,I had some missing items in my package and contacted ASOS write away. They looked into the issue and reordered the missing items within 5 minutes of reaching out to them on a Sunday. Reallocated impressed although they have never let me down before.,GB,Rated 5 out of 5 stars
Natia,"December 10, 2022",I love this company,"I love this company, and I trust you, have no doubt you will solve my problem. Contacting you was easy, customer service was excellent and polite and I'm satisfied with the answers. Thank you <3",GE,Rated 5 out of 5 stars
Deborah,"December 10, 2022",Very good,It was very fast and useful,MT,Rated 5 out of 5 stars
anna baby,"December 11, 2022",I have well pleased to say the customer…,I have well pleased to say the customer service I received today was fantastic.,GB,Rated 5 out of 5 stars
joan,"December 10, 2022",detailed and helpful,,SG,Rated 5 out of 5 stars
Anna Eldridge,"December 11, 2022",Helpful and nice,,GB,Rated 5 out of 5 stars
Kalia Matheopoulou,"December 10, 2022",It was really helpfull and answered all…,It was really helpfull and answered all my questions,CY,Rated 5 out of 5 stars
Calla,"December 10, 2022",Johnlawrence was a great help,Johnlawrence was a great help! Very understanding and helped me out in a quick manner,AU,Rated 5 out of 5 stars
Demi,"December 11, 2022",Very helpful and quickly responded and…,Very helpful and quickly responded and dealt with my queries,GB,Rated 5 out of 5 stars
Katerina Ioannou,"December 10, 2022",The customer service was great and very very helpful! Very kind and polite!,The customer service was great more then excellent! Very kind and very helpful. Continue the good work!,CY,Rated 5 out of 5 stars
Stephanie Casey,"December 10, 2022",Friendly support and quick to help!,,AU,Rated 5 out of 5 stars
Rachael Reis Sarafian,"December 10, 2022",customer service at its finest,"customer service at its finest! I created a large order as I usually do and this time I went away on vacation before remembering to make my return and this was a very much needed return with sizes not needed and so on, the exception for return was made for being a day short of my return window and I am behind grateful. thank you!!!",US,Rated 5 out of 5 stars
NI,"December 10, 2022",Thank you!,I received the fastest and most genuine help I have received from your return team.  I appreciate it.,US,Rated 5 out of 5 stars
Jenn Fedz,"December 10, 2022",Missing Parcel,Reliable and effective customer service,US,Rated 5 out of 5 stars
Jared Goldstein,"December 10, 2022",Jucel is great,Jucel is great! Very helpful with my issue,US,Rated 5 out of 5 stars
Salma,"April 15, 2022",Decent quality,"Some items don’t fit well but they are quite unique and trendy, quality is decent too",GB,Rated 4 out of 5 stars
Dorsa Abdolkarimi,"December 10, 2022",Minimal wait to get in touch with an…,Minimal wait to get in touch with an assistant. Punctual responses and very respectful.,GB,Rated 5 out of 5 stars
Jon,"December 10, 2022","Empathetic, helpful","Empathetic, reassured me that the issue will be resolved.",GB,Rated 5 out of 5 stars
Rachel,"December 10, 2022",Very helpful and friendly,"Very helpful and friendly, been struggling to return my parcel. Appreciated the help very much.",GB,Rated 5 out of 5 stars
Daniel Thorpe,"December 10, 2022",After two weeks of chasing orders not…,"After two weeks of chasing orders not delivered, agent sorted everything for me",GB,Rated 5 out of 5 stars
Nalah Lewis,"December 10, 2022",He was quick with responses,,US,Rated 5 out of 5 stars
Romy,"December 09, 2022",Great help from Darlyn with retuning an…,Great help from Darlyn with retuning an item!,NL,Rated 5 out of 5 stars
Iros,"December 09, 2022",Very nice customer service,"Customer service is very friendly and tries to help you as quickly as possible. They even ask how you are doing first! They had over refunded me for my return, when I pointed this out they were very grateful for my loyalty. After consulting, they indicated that I did not have to refund the excess. This is very sweet of them, I appreciate it greatly!",NL,Rated 5 out of 5 stars
Mc,"December 10, 2022",Was assisted by Mazen,"Was assisted by Mazen, they were very kind and helpful",GB,Rated 5 out of 5 stars
Anamaria,"December 10, 2022",Great,Great experience with Jommel,GB,Rated 5 out of 5 stars
Rebecca,"December 10, 2022",Excellent Customer care Experience,"Jonmavon was great at helping me with my lost package, organising a refund and replaced the discount I received for black Friday!! Great support received!!",IE,Rated 5 out of 5 stars
Alyssa,"December 10, 2022",Was very helpful and understood my…,Was very helpful and understood my problem,IE,Rated 5 out of 5 stars
Juliet Tosini,"December 10, 2022",Great service,Great service. Excellent communication and support.,IE,Rated 5 out of 5 stars
Anett Biro-Furi,"December 10, 2022",Perfect customer service,It was a great customer service. They answers quickly and solved my problem,GB,Rated 5 out of 5 stars
Danny Aiano,"December 10, 2022",Mervin - Customer Service Legend.,"Mervin was so helpful.  Explain what had already been done and what would be happening over the next couple of days to rectify my issue.  ASOS most definitely not at fault, EVRI are to blame sending fake delivery notices that state my delivery was made 2 hours after I'd ordered it.  Thankfully, ASOS are helping me to sort it out.  Cheers Mervin.",GB,Rated 5 out of 5 stars
customer,"December 10, 2022",Easy and helpful,,GB,Rated 5 out of 5 stars
Nicola Stangar,"December 10, 2022",Easy to deal with and problem solved…,Easy to deal with and problem solved quickly,GB,Rated 5 out of 5 stars
HP,"December 10, 2022",Excellent service,"Excellent service, speedy and to the point",GB,Rated 5 out of 5 stars
Bee,"December 10, 2022",Quick response,,GB,Rated 5 out of 5 stars
Helen Berry,"December 10, 2022",Helpful and polite,,GB,Rated 5 out of 5 stars
Lukas Kryzius,"December 09, 2022",Good lad Keith helped me fast and well,,LT,Rated 5 out of 5 stars
Sarah Edogun,"December 09, 2022","""Concise and Straight to the point"".","The replies were concise and straight to the point.It felt as if I was actually in contact with someone,not a robot.",IE,Rated 5 out of 5 stars
Stacey,"December 10, 2022",👍🏼🤞🏼,Mary was very helpful in sorting my problem out and came across nice and friendly! Fingers crossed my problem is all sorted 🤞🏼,GB,Rated 5 out of 5 stars
Jumanah Alhomoud,"December 09, 2022",Helpful amazing,"Helpful amazing , nice",SA,Rated 5 out of 5 stars
Lavigne Mann,"December 10, 2022",Good customer service,"Good customer service, very understanding, helped to launch an investigation to find my parcel and has offered a replacement or refund.",GB,Rated 5 out of 5 stars
Chloe Solly,"November 15, 2022",My parcel went missing and they solved…,My parcel went missing and they solved the issue so quickly and we’re really lovely about it,GB,Rated 5 out of 5 stars
Chrissie Woodrow,"December 10, 2022",Gracey was very good,"Gracey was very good, quick ane efficient.",GB,Rated 5 out of 5 stars
Nikola T.,"December 10, 2022",Amazing customer service…,The asos adviser Nelson was really great and efficient. It’s taken less than 2 mins to resolve my problem and a refund was issues straight away. Thank you!,GB,Rated 5 out of 5 stars
Fiona white,"December 10, 2022",Fantastic service,Fantastic service. I reached out and got a reply within an hour. Parcel all sorted . Cant be happier,IE,Rated 5 out of 5 stars
R.May,"December 10, 2022",Even though the answer were obviously…,"Even though the answer were obviously scripted, they were really helpful",GB,Rated 5 out of 5 stars
Irina T,"December 09, 2022",Great experience,,AE,Rated 5 out of 5 stars
Rahma Bello,"December 09, 2022",My order got replaced very fast,My order got replaced very fast. This was helpful.,NG,Rated 5 out of 5 stars
Catherine,"December 10, 2022",Great customer service,Great customer service. Online assistant used first but couldn’t help. Transferred to a resin and all sorted quickly and successfully. Pain free! Ma.Benita excellent,GB,Rated 5 out of 5 stars
Aga,"December 09, 2022",the service is very helpful and they…,the service is very helpful and they solved my problem right away!  I recommend it very much,PL,Rated 5 out of 5 stars
Aris,"December 09, 2022",Jonathan was very helpful and…,Jonathan was very helpful and straightforward with me about my issue,GR,Rated 5 out of 5 stars
Brogan Connolly,"December 10, 2022",Efficient and fast customer service,"They resolve customer service queries extremely fast, usually you have to wait days for a response by email. But they have an instant chat who are able to solve your queries there and then",GB,Rated 5 out of 5 stars
Ryan,"December 09, 2022",Awesome customer service very helpful!,,US,Rated 5 out of 5 stars
Ishtar M,"December 10, 2022",Helpful,"Very helpful, and stayed on chat with me despite how slow I was moving",US,Rated 5 out of 5 stars
Cindy,"December 10, 2022",Carissa was GREAT,Carissa was very kind and helpful. She  understood what I needed right away and offered immediate solutions.,US,Rated 5 out of 5 stars
Jon,"December 09, 2022",Customer care,"Customer care, specifically Jucel, was very kind and understanding of my situation and helped me to reconcile my issue through presenting me with the best options moving forward.",US,Rated 5 out of 5 stars
ETS,"December 09, 2022",AWESOME HELPER,"Marygrace was extremely professional and helpful. We had a very confusing situation and she dealt with it extremely fast. Got me my refund in no time at all. We need more people like this that are extremely helpful and know what they’re doing, props to her.",US,Rated 5 out of 5 stars
Morgan Watt,"December 09, 2022",Very helpful,"Very helpful, answered all my questions.",US,Rated 5 out of 5 stars
Belo,"December 09, 2022",The agent was welcoming and very…,The agent was welcoming and very detailed in their work. They understood the situation and pleasantly provided the appropriate service. I’m very happy!,US,Rated 5 out of 5 stars
Eleftheria Efstathiadou,"December 09, 2022",They was sooo kind,"They was sooo kind, sweet and helpful. They also had the patient. Thanks for everything!",GR,Rated 5 out of 5 stars
Vanity Kiela,"December 08, 2022",Best service I have ever had! Thank you Gerome,Bert quick and good help! Thank you so much Gerome! I really have’nt this great service in like.. forever! This will make me use the asos app more Often! (Bad service Made me quit stopping at Zara)  Thank you,NL,Rated 5 out of 5 stars
Moa Zettergren,"December 08, 2022",edelyn,i got the best help from edelyn!,SE,Rated 5 out of 5 stars
Emilia Forsberg,"December 08, 2022",Very helpfull and kind,,SE,Rated 5 out of 5 stars
Kristina,"December 08, 2022",Amazing costumer service from Gerome,"Amazing costumer service from Gerome, thank you so much for your service :)",SE,Rated 5 out of 5 stars
Kalina,"December 08, 2022",Edelyn was great,"Edelyn was great, very helpful and warming.",BG,Rated 5 out of 5 stars
Roberta,"December 08, 2022",Delay disappointment,Customer care always do their best to help at asos. I contacted them about parcel delays as they can contact the courier directly. I cannot.,MT,Rated 5 out of 5 stars
Robbert,"December 09, 2022",John is great at helping,"John is great at helping, would highly recommend",NL,Rated 5 out of 5 stars
Laura,"December 09, 2022",The customer service advisor Jackie was…,The customer service advisor Jackie was very helpful even though my query was quite awkward.,GB,Rated 5 out of 5 stars
Kristina,"December 08, 2022",Customer service is very easy to deal…,Customer service is very easy to deal with and very helpful and friendly.,GB,Rated 5 out of 5 stars
nisha g,"December 09, 2022",Johnsteven was very lovely and helpful,Johnsteven was very lovely and helpful. Great customer service.,GB,Rated 5 out of 5 stars
Aimee Daly,"December 09, 2022",Becki was brilliant,Becki was brilliant. She raised my issue to the correct team and in a timely manner too. Outstanding customer service,IE,Rated 5 out of 5 stars
Anthony Mackman,"December 09, 2022",A great experience.,"Well spoken, kind, engaging and very helpful. Thank you.",GB,Rated 5 out of 5 stars
Nick,"December 09, 2022",Very helpful,,GB,Rated 5 out of 5 stars
Jo,"December 09, 2022",Not received delivery,My problem was resolved fairly quickly and without any hassle,GB,Rated 5 out of 5 stars
Paula Camilleri,"December 08, 2022",Great feedback from customer care,,MT,Rated 5 out of 5 stars
Nerifa Lukua,"December 09, 2022",Asos missing parcel and customer service,This is the second agent I spoke to and I’m so happy that this missing parcel issue has been resolve.Thank you for for being empathetic and understanding Jackie.,GB,Rated 5 out of 5 stars
Carly Moran,"December 09, 2022",A fast and informative response to my…,A fast and informative response to my issue,GB,Rated 5 out of 5 stars
Carly Moran,"December 09, 2022",A fast and informative response to my…,A fast and informative response to my issue,GB,Rated 5 out of 5 stars
Lauren,"December 09, 2022",Helpful,"Helpful, clear and was able to answer all my questions and concerns. Hopefully this will help me issue to being resolved quicker!",GB,Rated 4 out of 5 stars
LB,"December 09, 2022",Very Helpful Team,The responses were fast with the information I needed to know. My issue was resolved very quick too and they need what to do to solve the issue. The chat was not very long but it did not need to be since the issue was rectified very quickly. Also very polite and friendly which made my experience a lot better too.,GB,Rated 5 out of 5 stars
Ollie,"December 09, 2022",Very helpful and efficient,"Very helpful and efficient, no complaints",GB,Rated 5 out of 5 stars
Shu,"December 09, 2022",Resolved my issue within minutes,Resolved my issue within minutes. And friendly too! Nice to deal with someone who isn't communicating through emojis!,GB,Rated 5 out of 5 stars
Felicity_P,"December 09, 2022",So helpful after a nightmare chat with…,So helpful after a nightmare chat with a robot with evri it was a joy to deal with a human! Thank you asos,GB,Rated 5 out of 5 stars
Aleks,"December 09, 2022",To the point,The order didn't arrive but this may be due to Royal Mail issues; the support I received on chat from Sarah was prompt and to the point.,GB,Rated 5 out of 5 stars
Melanie Brown,"December 09, 2022",Lovely lady with great customer care…,Lovely lady with great customer care went the extra mile.,GB,Rated 5 out of 5 stars
Success Osazuwa,"December 09, 2022",Very clear and calm,Very clear and calm. They calmed me down. Good job,GB,Rated 5 out of 5 stars
clementine pots,"December 09, 2022",Delivery drivers error,Delivery drivers error Customer service was easy to access and to resolve.,GB,Rated 5 out of 5 stars
Eddie,"December 09, 2022",The advisor was brilliant,"The advisor was friendly, helpful and fast too. Excellent all round",GB,Rated 5 out of 5 stars
Lucia Sariscanova,"December 09, 2022",Very helpful and friendly approach,Very helpful and friendly approach. Thank you very much,GB,Rated 5 out of 5 stars
Adriana Marques,"December 09, 2022",Ma.Benita is a very good costumer care,"Ma.Benita is a very good costumer care, help me when I needed.",GB,Rated 5 out of 5 stars
Sofie høj,"December 08, 2022",Returnslip,"The first many times i've been chatting with ASOS, nothing came out of it. Waste of time. I needed a returnslib, as I never received mine when making my return on the website.FINNALY I came through, and i'm thankful for the help that I got now. If I hadn't received the help by today, I would have made a complaint. It took way too long. But i'm very happy, that the last person was able to create the returnslip.",DK,Rated 4 out of 5 stars
Areli Padilla,"December 08, 2022",Quick solving the problem,,US,Rated 5 out of 5 stars
Cerise Vince,"December 09, 2022",ASOS have been speedy with their chat…,ASOS have been speedy with their chat chasing up a dispute with a courier.,GB,Rated 5 out of 5 stars
Monica Martinez,"December 08, 2022",Great customer service. Quick and easy.,"Customer service and helo provided was really good, made the process easy and smooth.",US,Rated 5 out of 5 stars
Alyssa R,"December 08, 2022",Return Process.,"Asos messed up my order. First letting me order an item that was already out of stock, then sending me the incorrect color for the second item. Although I understand it was a busy time of year. However, the representative was very helpful. Answered all the questions I had in a prompt manner, and made the return process easy.",US,Rated 4 out of 5 stars
Zayenne Mouawad,"December 07, 2022",Top notch service,"Great communication, very friendly manner. Very helpful and gave me a very personable customer service experience. I am quite impressed.",NL,Rated 5 out of 5 stars
Moll,"December 08, 2022",Great help,Great help. Provided good advice and solved my issue.,GB,Rated 4 out of 5 stars
Eleni,"December 07, 2022",Perfect,Edelyn was so polite and helpful!,GR,Rated 5 out of 5 stars
Diana,"December 07, 2022",5 stars,"The waiting time was short, they have an efficient way of communication, but what I liked most was that they asked me how I am today? it deserves 5 stars. Good job Asos!",RO,Rated 5 out of 5 stars
MS,"December 08, 2022",Ronette was very helpful in trying to…,"Ronette was very helpful in trying to locate parcels that Yodel state have been delivered, but have not been delivered to my address.",GB,Rated 5 out of 5 stars
Yana,"December 07, 2022",I received the damaged goods,"I received the damaged goods, the employee issued a refund A very nice employee who not only solved my question, but also lifted my mood",PL,Rated 5 out of 5 stars
Naomi Groot,"December 07, 2022",Fast answers,Fast answers. Great solution and trust,NL,Rated 5 out of 5 stars
Line Thygesen,"December 07, 2022",good and fast customer service,I was sent a wrong size t-shirt which was bought at a discount. The customer service employee was quick to help send the correct t-shirt without me having to pay full price or shipping. really good service,US,Rated 5 out of 5 stars
Ilona shabou,"December 07, 2022",Gladys is the best,Gladys was so helpful and nice to me,SE,Rated 5 out of 5 stars
Jessy Daraghji,"December 07, 2022",He was very helpful,,SE,Rated 5 out of 5 stars
Mia,"December 08, 2022",Great,"The customer care member, Angelo, was very helpful and is now helping me  with my parcel after 3 weeks. It’s very much appreciated.",GB,Rated 5 out of 5 stars
hannah,"December 07, 2022",Perfect service!,"Such a great service, wrote with aubreyjoy. Aubrejoy is the perfect example of customer service, I got the help i needed and everything worked out great. I was so stressed because I couldn’t get in contact with the costumer service so my thoughts about it were low. But after the helo I’ve got, wow. Please give your employees, especially Aubreyjoy a great Christmas bonus ❤️",SE,Rated 5 out of 5 stars
אדם וייסמן,"December 07, 2022",Great expirience and helpful thanks for…,Great expirience and helpful thanks for the help,IL,Rated 5 out of 5 stars
Noelle Gill,"December 08, 2022",Gladys was very helpful and sorted out…,Gladys was very helpful and sorted out my problem within minutes.,IE,Rated 5 out of 5 stars
Christopher van der Linden,"December 07, 2022",Super fast and friendly service!,very fast and super friendly customer service! thank you for helping me so quick :),NL,Rated 5 out of 5 stars
Michał Myszak,"December 07, 2022",Very nice supporter,"Very nice supporter, and very good and fast help",PL,Rated 5 out of 5 stars
Chloe,"December 06, 2022",Well packaged (but a day late!),"Order arrived a day late, but well packaged and nice design!",GB,Rated 5 out of 5 stars
Chloe Waddilove,"December 08, 2022",Dainajane was so helpful,"Dainajane was so helpful, and really nice over the computure. She solved 3 of my queries today!",GB,Rated 5 out of 5 stars
